,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
205247,HCM,20220712,15.2858,15.8865,14.8853,15.6885,4331500
205761,HCM,20220711,15.8865,16.1535,15.0855,15.1211,8915600
206271,HCM,20220708,15.8531,16.3538,15.5861,16.2226,6661900
206782,HCM,20220707,15.3191,15.9533,15.1856,15.6218,4698600
207294,HCM,20220706,15.0521,16.0868,14.8853,15.1544,7840700
207807,HCM,20220705,15.3525,15.8531,15.1856,15.3881,5988000
208318,HCM,20220704,15.1189,15.4193,14.8519,15.4215,6225500
208832,HCM,20220701,13.5836,14.418,13.3834,14.4201,5521400
209342,HCM,20220630,14.3513,14.6183,13.4835,13.4855,5322300
209853,HCM,20220629,14.0175,14.7851,14.0175,14.4535,5169500
210360,HCM,20220628,14.2845,14.5849,14.0175,14.1864,4746600
210870,HCM,20220627,13.4501,14.1844,13.35,14.1864,5691000
211382,HCM,20220624,13.0163,13.6504,13.0163,13.2852,4108700
211886,HCM,20220623,12.5824,13.4168,12.4155,13.4187,5449500
212397,HCM,20220622,12.549,12.6491,12.4155,12.651,2148300
212912,HCM,20220621,11.214,11.8481,11.0138,11.8498,5717200
213429,HCM,20220620,12.0818,12.2486,11.0805,11.0821,3968000
213932,HCM,20220617,11.8148,12.2486,11.6145,11.8832,3749100
214434,HCM,20220616,12.7826,12.816,12.0818,12.3505,3077300
214936,HCM,20220615,13.2165,13.5503,12.3154,12.3172,5671800
215437,HCM,20220614,13.4835,13.9841,13.1498,13.2184,2923200
215943,HCM,20220613,14.2178,14.5515,13.9841,13.9861,4718000
216452,HCM,20220610,15.4526,15.6863,15.0188,15.0209,2945700
216944,HCM,20220609,15.8531,15.9533,15.6863,15.6885,1813800
217446,HCM,20220608,15.3525,15.8865,15.2524,15.7887,3520200
217953,HCM,20220607,15.3859,15.5194,14.5515,15.2212,3734500
218462,HCM,20220606,15.5861,16.02,15.4526,15.5216,2158900
218968,HCM,20220603,15.486,15.8531,15.2524,15.7219,3282100
219471,HCM,20220602,15.9866,16.3204,15.5528,15.555,4738200
219969,HCM,20220601,15.8865,16.1535,15.5528,15.9222,2932200
220469,HCM,20220531,16.02,16.2203,15.753,15.8554,4238200
220969,HCM,20220530,16.287,16.5874,16.0868,16.1558,3344100
221466,HCM,20220527,16.3204,16.6208,15.9866,16.1558,4230600
221963,HCM,20220526,16.02,16.7876,15.9533,16.3227,6140400
222468,HCM,20220525,15.3525,16.1201,15.3525,16.0223,4268700
222966,HCM,20220524,14.3513,15.219,14.0175,15.2212,4925500
223464,HCM,20220523,15.4526,15.5528,14.3513,14.3533,4856600
223968,HCM,20220520,15.6863,16.1869,15.3525,15.4215,4428400
224468,HCM,20220519,14.8853,15.753,14.685,15.5884,6281500
224970,HCM,20220518,15.3525,15.9533,15.0855,15.288,6510800
225467,HCM,20220517,14.0175,15.0855,13.884,15.0877,4261100
225951,HCM,20220516,14.1176,14.1176,13.7839,14.1197,4952700
226435,HCM,20220513,14.151,14.3513,13.2165,13.2184,6783900
226927,HCM,20220512,14.8519,15.0855,14.1176,14.1197,3707400
227413,HCM,20220511,15.219,15.3525,14.8185,15.1544,1548200
227900,HCM,20220510,14.4848,15.3191,13.884,15.2212,4640200
228378,HCM,20220509,15.0188,15.4193,14.4848,14.4868,5287600
228855,HCM,20220506,16.1535,16.554,15.5528,15.555,4690100
229337,HCM,20220505,17.4218,17.5886,16.3871,16.7233,2108500
229812,HCM,20220504,17.8223,17.9224,17.1548,17.1572,2033200
230302,HCM,20220429,17.5553,18.156,17.4551,17.7247,2431900
230790,HCM,20220428,18.0225,18.3229,17.7555,17.7581,2300500
231270,HCM,20220427,17.6888,18.1894,17.622,17.9917,1569500
231750,HCM,20220426,16.554,17.9558,16.0534,17.9583,3457700
232244,HCM,20220425,18.3563,18.6233,17.088,17.0905,2907300
232744,HCM,20220422,18.8235,19.1906,17.7221,18.3589,2401700
233243,HCM,20220421,17.9891,19.224,17.4885,18.7595,5163600
233742,HCM,20220420,17.7555,18.6233,17.7555,18.1586,4841600
234238,HCM,20220419,19.7246,19.7246,17.7555,17.7581,4665800
234549,HCM,20220418,20.3588,20.3588,19.0905,19.0933,6590300
235249,HCM,20220415,21.36,21.5603,20.3588,20.3617,3143200
235752,HCM,20220414,21.9608,21.9608,21.36,21.3631,2212000
236251,HCM,20220413,21.5603,21.9274,21.0263,21.6969,4814400
236751,HCM,20220412,23.3291,23.3291,21.5603,21.5634,5244600
237252,HCM,20220408,23.2958,23.496,22.962,23.0321,2755300
237737,HCM,20220407,23.6295,23.6629,23.1956,23.2324,3718800
238228,HCM,20220406,23.3959,23.8298,23.3625,23.5328,5315400
238721,HCM,20220405,24.03,24.3971,23.5628,23.5662,3760900
239119,HCM,20220404,23.496,24.3638,23.3959,24.0335,4797200
239515,HCM,20220401,22.7618,23.0288,22.6616,22.9987,2375100
239912,HCM,20220331,23.0288,23.1956,22.7618,22.765,1811700
240308,HCM,20220330,22.8953,23.4293,22.7618,22.8986,2890400
240703,HCM,20220329,22.9286,23.1623,22.8953,23.0321,2490800
241100,HCM,20220328,23.229,23.4626,22.6283,22.6983,5179900
241498,HCM,20220325,23.763,23.8965,23.496,23.4994,2408500
241898,HCM,20220324,24.1301,24.1301,23.763,23.7664,3219800
242297,HCM,20220323,23.9966,24.2636,23.9966,24.1336,2926500
242795,HCM,20220322,23.9299,24.1301,23.7964,23.9667,2335300
243193,HCM,20220321,23.6295,23.763,23.5294,23.6997,2545000
243589,HCM,20220318,23.763,23.763,23.5628,23.5662,2454100
243986,HCM,20220317,23.5961,23.7964,23.5628,23.6329,1855400
244381,HCM,20220316,23.4293,23.5961,23.3291,23.3659,1973600
244776,HCM,20220315,23.229,23.5961,23.1956,23.2324,3166200
245172,HCM,20220314,24.1635,24.1635,23.229,23.2324,6304900
245661,HCM,20220311,24.7643,25.0313,24.1301,24.167,5513500
246058,HCM,20220310,25.2983,25.3316,24.8644,24.9014,2776600
246459,HCM,20220309,25.2315,25.4318,24.5974,24.7678,5365100
246858,HCM,20220308,24.9645,25.8323,24.9645,25.1684,5855200
247258,HCM,20220307,25.098,25.4318,24.9979,25.3019,4334700
247657,HCM,20220304,25.3316,25.9324,25.2983,25.4021,6989600
248058,HCM,20220303,25.098,25.2315,24.7309,25.0683,3836300
248559,HCM,20220302,25.365,25.4651,24.7643,24.7678,5227600
248959,HCM,20220301,25.1981,25.4651,25.1314,25.3019,3456500
249353,HCM,20220228,25.365,25.632,25.0313,25.135,3689800
249750,HCM,20220225,25.2315,25.632,24.8978,25.2352,5547700
250148,HCM,20220224,25.365,25.8323,24.3638,24.8012,6912000
250545,HCM,20220223,25.4318,25.6988,25.365,25.4354,3429200
250942,HCM,20220222,25.365,25.632,24.7309,25.3019,4219400
251337,HCM,20220221,25.3316,26.0325,25.2983,25.7025,5028600
251732,HCM,20220218,24.5974,25.2315,24.4973,25.2352,4610300
252123,HCM,20220217,25.0313,25.0313,24.7309,24.7678,2023300
252514,HCM,20220216,24.7643,25.1314,24.5974,24.9014,2459500
252901,HCM,20220215,24.6641,24.9645,24.2636,24.6009,2848600
253290,HCM,20220214,24.9645,25.2315,24.6641,24.6677,5808800
253677,HCM,20220211,25.365,25.9658,25.365,25.7025,1452100
254072,HCM,20220210,25.9658,25.9658,25.4651,25.569,1108600
254468,HCM,20220209,25.8323,26.166,25.6988,25.7359,1754300
254861,HCM,20220208,25.4985,25.9991,25.365,25.836,1570500
255252,HCM,20220207,25.365,26.166,25.098,25.7025,2288000
255636,HCM,20220128,24.297,25.2315,24.1301,24.8012,1626000
256023,HCM,20220127,23.4293,24.3971,23.4293,24.0335,1972500
256407,HCM,20220126,24.3638,24.3638,23.3625,23.3659,1850300
256794,HCM,20220125,23.6629,24.297,23.5628,24.1002,1738400
257181,HCM,20220124,24.9979,25.2315,23.6629,23.6663,4055500
257575,HCM,20220121,26.0325,26.166,25.2983,25.4354,2456600
257966,HCM,20220120,26.166,26.166,25.4985,25.9695,1199600
258358,HCM,20220119,25.2315,25.6988,25.0313,25.3687,1641600
258749,HCM,20220118,24.8978,25.632,24.4305,24.6343,3057400
259251,HCM,20220117,27.9015,28.0016,25.899,25.9027,7911500
259654,HCM,20220114,27.7013,28.3688,27.501,27.8388,2038300
260042,HCM,20220113,28.7025,28.8694,27.8681,27.9055,2468000
260430,HCM,20220112,27.8348,28.836,27.4343,28.473,3854400
260824,HCM,20220111,29.0363,29.3033,27.5344,27.8388,5291400
261212,HCM,20220110,29.9374,30.0375,28.9695,29.0071,4958900
261605,HCM,20220107,30.0375,30.6383,29.904,29.9417,3084300
261995,HCM,20220106,30.438,30.6383,30.0375,30.0418,3271300
262389,HCM,20220105,30.705,31.239,30.5381,30.5759,4358300
262784,HCM,20220104,30.5048,31.0721,30.3713,30.6093,3660400
263182,HCM,20211231,31.0054,31.1055,30.3379,30.3756,2735900
263575,HCM,20211230,29.637,30.705,29.5703,30.6761,3395700
263963,HCM,20211229,29.0029,29.7705,28.8694,29.3743,2740900
264356,HCM,20211228,29.4368,29.5703,28.9361,28.9403,3182100
264748,HCM,20211227,29.904,29.9708,29.3033,29.3075,1927900
265136,HCM,20211224,29.1364,29.7038,28.9695,29.3743,2718500
265526,HCM,20211223,29.7705,29.8373,28.1685,28.9737,5536800
265914,HCM,20211222,31.0388,31.0388,30.0375,30.0418,4988400
266307,HCM,20211221,31.239,31.6395,30.5715,30.5759,3635700
266698,HCM,20211220,30.8385,31.9065,30.5715,31.377,6537700
267091,HCM,20211217,29.37,30.9053,29.2031,30.8096,5962500
267593,HCM,20211216,29.637,29.7038,28.9695,29.0405,3523300
268095,HCM,20211215,29.9708,30.3045,29.5035,29.5078,2726400
268596,HCM,20211214,30.0375,30.6049,29.7705,30.1086,4294300
269099,HCM,20211213,29.37,29.8373,29.1364,29.8416,3460800
269601,HCM,20211210,29.8373,29.8706,29.2031,29.2407,3684500
270101,HCM,20211209,29.103,29.7038,28.9695,29.7081,3151100
270602,HCM,20211208,29.904,29.904,29.0363,29.3743,2798000
271099,HCM,20211207,28.9695,29.4701,28.1351,29.3409,4262300
271600,HCM,20211206,29.37,29.904,27.4009,28.1726,5993600
272106,HCM,20211203,31.4868,31.6188,29.3745,29.3753,10040500
272610,HCM,20211202,31.8498,32.0809,31.4868,31.4877,4524400
273113,HCM,20211201,32.2129,32.4109,31.3548,31.8508,6345900
273618,HCM,20211130,33.005,33.4671,32.2129,32.3459,6855900
274132,HCM,20211129,31.6848,32.741,31.6848,32.4779,8826600
274646,HCM,20211126,31.4208,33.203,31.4208,32.1478,10692100
275153,HCM,20211125,31.4208,32.1799,30.9257,31.4877,6964100
275669,HCM,20211124,31.3548,31.9158,30.9587,31.2237,6463800
276177,HCM,20211123,29.7045,30.6947,29.1764,30.6956,6414600
276659,HCM,20211122,30.4636,31.0247,29.7045,29.7054,6102700
277186,HCM,20211119,32.0149,32.0149,29.5725,30.7616,6525400
277674,HCM,20211118,30.4966,31.9818,30.2986,31.7518,8313200
278189,HCM,20211117,29.7045,30.6947,29.7045,29.9034,5287500
278656,HCM,20211116,29.7045,30.3976,29.5065,29.7054,4909600
279159,HCM,20211115,29.9025,30.5296,29.8035,30.1015,5572300
279671,HCM,20211112,28.7144,29.2424,28.5163,29.2103,4006200
280177,HCM,20211111,29.1764,29.5395,28.0543,28.9462,6076800
280692,HCM,20211110,28.9124,29.5065,28.6813,29.0453,4641800
281163,HCM,20211109,29.1764,29.2094,28.3843,28.6822,4475000
281672,HCM,20211108,27.9882,29.3084,27.9222,29.0453,7394500
282187,HCM,20211105,27.9882,27.9882,27.6252,27.791,4664500
282653,HCM,20211104,26.338,27.9222,26.305,27.626,7655400
283147,HCM,20211103,26.8001,26.9981,26.074,26.2398,4936100
283651,HCM,20211102,26.074,26.668,26.074,26.6028,4351000
284136,HCM,20211101,25.4139,26.206,25.2818,26.0747,5864200
284631,HCM,20211029,25.7439,25.7439,25.0838,25.2166,3250300
285120,HCM,20211028,25.2818,25.8099,25.2818,25.5466,3468400
285608,HCM,20211027,24.3907,25.2158,24.3907,25.1836,2845100
286090,HCM,20211026,24.0937,24.7538,23.5326,24.3584,2068300
286592,HCM,20211025,24.7538,24.7868,24.0937,24.0944,3493300
287085,HCM,20211022,25.1828,25.1828,24.7538,24.7545,3235700
287536,HCM,20211021,25.6119,25.7109,25.0508,25.1175,2779700
288026,HCM,20211020,25.7439,25.7769,25.2158,25.5136,2485400
288491,HCM,20211019,25.6779,26.0079,25.4469,25.7117,3015600
288964,HCM,20211018,25.3478,25.7769,25.1168,25.5136,3850500
289432,HCM,20211015,25.3478,25.4139,25.0838,25.1175,2046800
289889,HCM,20211014,25.0838,25.4139,25.0508,25.1836,2918400
290348,HCM,20211013,25.4139,25.6119,25.0178,25.0185,3261400
290804,HCM,20211012,25.9419,25.9749,25.4139,25.4146,2914700
291261,HCM,20211011,25.0838,25.8429,25.0838,25.7447,4698700
291713,HCM,20211008,24.712,25.0643,24.4352,24.5127,10083800
292171,HCM,20211007,24.9134,25.165,24.6617,24.6637,5363800
292626,HCM,20211006,25.4167,25.467,24.9134,24.9154,3397800
293083,HCM,20211005,24.6114,25.5676,24.561,25.2677,3975000
293532,HCM,20211004,25.2657,25.3663,24.3094,24.3114,5699200
293979,HCM,20211001,26.0206,26.4736,25.4167,25.4187,5291400
294424,HCM,20210930,26.5239,26.7756,26.1716,26.1737,2725400
294864,HCM,20210929,27.1279,27.1782,26.4233,26.4757,2921300
295302,HCM,20210928,25.9703,27.0775,25.6683,27.0798,3837700
295740,HCM,20210927,27.5305,27.6312,25.92,26.0227,4020400
296179,HCM,20210924,27.7318,28.0841,27.4299,27.4321,4528300
296620,HCM,20210923,27.4299,28.0338,26.9266,27.7341,9071100
297063,HCM,20210922,26.8762,26.9769,26.5239,26.7274,2666000
297507,HCM,20210921,26.8259,27.1782,26.3729,26.6267,3694200
297965,HCM,20210920,27.3795,27.6312,26.8259,27.2308,5265100
298421,HCM,20210917,26.5742,27.2285,26.3729,27.0294,4207700
298868,HCM,20210916,26.6749,26.8259,26.2723,26.2744,2486700
299388,HCM,20210915,25.8193,26.9266,25.769,26.7274,2916400
299805,HCM,20210914,26.7756,27.0272,25.92,25.9221,5436300
300214,HCM,20210913,27.6815,27.7318,26.5742,26.8281,8950400
300661,HCM,20210910,28.0338,28.3358,27.6815,27.7844,2730000
300990,HCM,20210909,27.6815,28.0841,27.6312,27.9354,3565600
301543,HCM,20210908,28.6378,28.8391,27.4299,27.7844,5890700
301983,HCM,20210907,28.1848,28.8894,28.1345,28.3381,6231700
302428,HCM,20210906,27.9835,28.0841,27.4802,27.9858,4745700
302867,HCM,20210901,27.3795,27.9332,27.1279,27.6334,5464900
303296,HCM,20210831,27.9332,28.0841,27.4802,27.4824,5199400
303723,HCM,20210830,27.1279,27.9332,26.6749,27.9354,5178500
304142,HCM,20210827,26.0206,26.9266,25.618,26.9288,6572600
304545,HCM,20210826,27.2789,27.4299,26.0709,26.3247,6115000
304956,HCM,20210825,26.7756,27.3292,26.3226,27.2811,4689400
305362,HCM,20210824,28.7888,28.9398,26.7756,26.7778,10587900
305767,HCM,20210823,28.6881,29.2921,28.2855,28.7408,7475000
306178,HCM,20210820,28.3358,29.1914,27.7318,28.6904,13393800
306580,HCM,20210819,28.1345,28.5874,27.6815,28.3884,4220800
306994,HCM,20210818,27.5305,28.6378,27.3292,28.1368,6800600
307402,HCM,20210817,27.8828,28.0841,27.4299,27.6838,5507200
307809,HCM,20210816,27.2285,28.2351,27.1782,28.0361,7501600
308221,HCM,20210813,25.6683,26.6246,25.618,26.6267,9592400
308630,HCM,20210812,25.5173,26.1716,25.3663,25.5697,5679300
309044,HCM,20210811,26.0206,26.6246,25.6683,25.6704,5888400
309468,HCM,20210810,26.4233,26.4233,25.769,26.0227,5500400
309886,HCM,20210809,24.6617,26.2219,24.6114,26.0731,9134000
310306,HCM,20210806,25.3663,25.467,24.8127,24.8147,6651300
310727,HCM,20210805,24.9134,25.467,24.712,25.4187,6004800
311143,HCM,20210804,25.165,25.467,24.8379,25.1419,6998100
311560,HCM,20210803,24.2087,24.9134,23.9068,24.9154,7303600
311970,HCM,20210802,24.0577,24.5107,23.7809,24.2107,6350500
312383,HCM,20210730,23.7558,24.4101,23.6551,24.0849,7748500
312796,HCM,20210729,23.4035,23.6299,23.2525,23.6319,3252700
313209,HCM,20210728,23.0008,23.4035,22.9002,23.1034,2213000
313629,HCM,20210727,22.7492,23.5544,22.4723,23.1285,6668300
314044,HCM,20210726,22.6737,22.9505,22.1452,22.4994,4161400
314457,HCM,20210723,23.3531,23.5041,22.7743,22.7762,4128800
314874,HCM,20210722,23.1518,23.8061,23.026,23.4809,3517600
315290,HCM,20210721,23.9068,24.1836,23.1518,23.204,4122100
315707,HCM,20210720,22.5478,23.9571,22.0949,23.9087,5790900
316120,HCM,20210719,23.1518,23.5544,22.3969,22.3987,7029600
316531,HCM,20210716,24.2591,24.5107,24.0074,24.0597,4380400
316950,HCM,20210715,22.9002,24.2591,22.9002,24.261,4408200
317365,HCM,20210714,23.9068,24.2842,22.6485,23.204,4370100
317777,HCM,20210713,23.1015,23.9068,22.5982,23.9087,5401500
318192,HCM,20210712,23.4035,23.8564,22.5227,22.5245,8910200
318612,HCM,20210709,24.9134,25.7186,24.0577,24.2107,7301600
319024,HCM,20210708,25.6683,26.4233,25.2153,25.4691,5002900
319437,HCM,20210707,25.0643,25.769,23.6551,25.6704,9225300
319851,HCM,20210706,26.6749,27.5808,24.863,24.8651,7773500
320273,HCM,20210705,27.0272,27.4299,26.1213,26.7274,6878100
320775,HCM,20210702,27.4299,28.4365,26.9266,27.4321,6290500
321184,HCM,20210701,26.3226,27.2789,26.0206,27.1804,6160100
321624,HCM,20210630,25.2153,25.92,25.2153,25.7207,5641900
322067,HCM,20210629,24.6617,25.6683,24.5359,25.3684,5117700
322492,HCM,20210628,25.1147,25.1147,24.4101,24.6637,5021600
322903,HCM,20210625,22.9002,24.3346,22.6988,24.3365,9536200
323356,HCM,20210624,23.4035,23.4035,22.4975,22.751,4643100
323780,HCM,20210623,22.4723,23.6299,22.4723,23.204,6169000
324259,HCM,20210622,22.1452,22.5982,21.9439,22.3987,5287900
324684,HCM,20210621,22.1452,22.8498,21.8936,22.0463,4387400
325133,HCM,20210618,22.6485,22.7995,22.1955,22.449,4315200
325565,HCM,20210617,21.6922,22.5478,21.6922,22.3735,6766000
325995,HCM,20210616,22.1452,22.9002,21.6922,22.3987,7315500
326384,HCM,20210615,21.5916,22.6988,21.4406,22.6,10698000
326848,HCM,20210614,19.8804,21.2141,19.679,21.2158,12185100
327282,HCM,20210611,19.2009,20.132,18.8738,19.8316,5495900
327741,HCM,20210610,19.1757,19.6035,18.7731,19.2025,5372400
328222,HCM,20210609,18.8738,19.8804,18.2698,19.2276,7854100
328642,HCM,20210608,19.679,20.1823,18.6976,18.6991,6712000
329102,HCM,20210607,20.736,21.0379,19.5784,20.0833,7495100
329494,HCM,20210604,21.1386,21.4406,20.7863,21.0397,5709000
330012,HCM,20210603,20.6353,21.3903,20.132,21.1403,7572400
330411,HCM,20210602,19.1757,20.0313,19.0247,20.033,6737700
330876,HCM,20210601,19.8804,20.0062,19.1254,19.3283,4437200
331159,HCM,20210531,19.2764,19.8552,18.9744,19.7561,8196700
331808,HCM,20210528,18.3453,18.8486,18.144,18.8501,5390000
332262,HCM,20210527,18.6473,18.8486,18.0685,18.2713,4547200
332700,HCM,20210526,18.8486,18.9996,18.6221,18.6488,4665900
333162,HCM,20210525,18.6221,18.9744,18.5214,18.8501,5172900
333615,HCM,20210524,18.2698,18.8234,18.1188,18.7243,6102700
334089,HCM,20210521,18.5214,18.8486,18.2195,18.221,5735400
334523,HCM,20210520,17.8672,18.8738,17.8168,18.6236,9556300
334995,HCM,20210519,17.3639,17.8672,17.3135,17.8434,4676900
335468,HCM,20210518,17.3639,17.6658,17.1877,17.3653,6194700
335920,HCM,20210517,18.0181,18.0181,17.3639,17.4156,5741000
336342,HCM,20210514,17.8672,17.9678,17.5903,17.8183,5305000
336828,HCM,20210513,16.8606,18.0181,16.8606,17.6421,12670200
337271,HCM,20210512,16.2566,17.0115,16.2566,17.0129,4873400
337727,HCM,20210511,16.8606,17.1877,16.4076,16.4089,4725300
338188,HCM,20210510,15.5756,16.7093,15.4278,16.7118,9117900
338627,HCM,20210507,15.4771,15.9207,15.2799,15.6519,4905500
339078,HCM,20210506,15.6496,15.9453,15.6249,15.6765,3746200
339494,HCM,20210505,15.5264,15.97,15.4524,15.7258,3372400
339982,HCM,20210504,14.787,15.4278,14.787,15.43,2966300
340450,HCM,20210429,15.0827,15.4771,15.0827,15.1343,1931300
340856,HCM,20210428,14.787,15.132,14.787,14.9864,2007600
341293,HCM,20210427,14.8363,15.0335,14.7377,14.7892,2300500
341755,HCM,20210426,15.6249,15.6249,14.8363,14.8385,3041100
342233,HCM,20210423,14.8363,15.5264,14.5898,15.5286,5346000
342680,HCM,20210422,15.7235,15.7728,14.787,14.7892,5082400
343139,HCM,20210420,16.2657,16.4136,15.6742,15.7751,3822100
343586,HCM,20210419,16.2164,16.2164,15.6249,16.1941,3523400
344080,HCM,20210416,16.0685,16.315,15.5264,15.7751,5583700
344542,HCM,20210415,16.7093,16.734,16.2657,16.2681,4032400
345014,HCM,20210414,16.2657,16.734,16.1671,16.7118,4883500
345444,HCM,20210413,17.2515,17.2515,16.3643,16.3667,5897600
345916,HCM,20210412,16.8325,17.1036,16.5368,17.0568,5273900
346410,HCM,20210409,16.315,16.8818,16.2657,16.6132,4755000
346873,HCM,20210408,16.4875,16.5122,16.2164,16.2927,3377300
347288,HCM,20210407,16.2657,16.4136,16.1671,16.3667,2886800
347786,HCM,20210406,16.2657,16.5614,16.1671,16.2681,4020200
348139,HCM,20210405,16.5122,16.5122,16.1671,16.416,5339700
348738,HCM,20210402,16.4629,16.5122,16.0685,16.1202,4325100
349194,HCM,20210401,15.3785,16.2164,15.2306,16.1202,5666500
349665,HCM,20210331,15.3785,15.5017,15.1813,15.2328,2176500
350169,HCM,20210330,15.0827,15.3292,15.0088,15.3314,2398400
350633,HCM,20210329,14.9102,15.0581,14.7624,15.011,2145800
351157,HCM,20210326,14.7377,15.0335,14.368,14.592,3496200
351635,HCM,20210325,15.0335,15.0827,14.6884,14.7892,3503400
352161,HCM,20210324,15.2799,15.4524,14.787,14.7892,4392700
352638,HCM,20210323,15.8467,15.8467,15.4524,15.504,3666700
353120,HCM,20210322,16.0685,16.1671,15.7974,15.7998,2431300
353647,HCM,20210319,15.9453,16.2164,15.8221,16.1202,4259200
354365,HCM,20210318,15.8714,16.0193,15.7235,15.8984,2933800
354607,HCM,20210317,15.4524,15.7235,15.4524,15.6765,2648600
355130,HCM,20210316,15.7974,15.8467,15.4278,15.504,3887700
355507,HCM,20210315,16.0193,16.0685,15.7728,15.7998,2969800
356091,HCM,20210312,16.0685,16.1671,15.8714,16.0216,3162400
356577,HCM,20210311,16.0193,16.3643,15.97,16.0709,6795200
357083,HCM,20210310,15.3785,15.8467,15.2306,15.7998,6258900
357551,HCM,20210309,15.4031,15.5756,15.1567,15.3807,3202000
358045,HCM,20210308,15.6249,15.97,15.3785,15.5779,5808400
358546,HCM,20210305,14.787,15.2799,14.5652,15.2821,4498200
359111,HCM,20210304,15.4771,15.6496,14.8856,14.9371,5839500
359548,HCM,20210303,15.3292,15.4031,15.206,15.3561,4510400
360021,HCM,20210302,15.4771,15.5017,15.1813,15.2821,5474800
360514,HCM,20210301,14.7377,15.2553,14.4913,15.2575,6413700
360967,HCM,20210226,14.2202,14.442,14.1709,14.3701,3691700
361443,HCM,20210225,14.6391,14.6638,14.2941,14.4441,3002800
361974,HCM,20210224,14.787,14.9842,14.2941,14.3948,4932200
362419,HCM,20210223,14.3927,14.7624,14.2941,14.592,4247700
362943,HCM,20210222,14.4173,14.6638,14.2941,14.4441,4770900
363391,HCM,20210219,14.1955,14.5898,14.0969,14.3208,4184700
363887,HCM,20210218,14.442,14.6884,14.2941,14.3948,4485600
364344,HCM,20210217,14.2448,14.5406,13.9984,14.4934,4131600
364811,HCM,20210209,13.5301,13.9244,13.259,13.9018,4863300
